Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,4/15/2015,241.514,296.19,NA,NA,NA,40.831,AF,NA,27391,66,"The Town received 26 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter.  The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.","If you are receiving this report for the second time, it is because I received an error notice after my first attempt to submit the data for April.",NULL,No,78697681.54,96513934.16,Null,66.08180335,69,No Correction,North Coast,3,26,43,21,0,0,"The Town received 26 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter.  The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,3/15/2015,222.858,232.478,NA,NA,NA,34.24,AF,"This is a revised report for March 2015.  Changes were made to correct the number complaints received and the number of follow ups to complaints, which were previously reported in the reverse order.  Additionally, changes were made to the Percent Residential Use and R-GPCD due to a meter misread that was detected after submission of the initial March report.  The meter misread was for a single account, but it was significant.  The corrected figures show a slightly higher percent residential use and higher R-GPCD than originally submitted.  All other data is as originally submitted.",27391,63,"The Town received 42 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,72618597.32,75753288.05,Null,63.28634201,74,No Correction,North Coast,3,42,51,1,0,0,"The Town received 42 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,2/15/2015,165.098,187.746,NA,NA,NA,2.089,AF,NA,27391,52,NA,NA,NULL,No,53797418.89,61177302.01,Null,51.90715665,74,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,1/15/2015,183.332,198.174,NA,NA,NA,6.748,AF,NA,28234,50,NA,NA,NULL,No,59738993.81,64575280.69,Null,49.82492566,73,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,12/15/2014,180.528,219.389,NA,NA,NA,1.811,AF,NA,28234,49,NA,NA,NULL,No,58825306.41,71488218.72,Null,49.06287053,73,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,11/15/2014,198.471,274.15,NA,NA,NA,10.452,AF,NA,28234,53,NA,NA,NULL,No,64672058.57,89332168.71,Null,53.44672026,70,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,10/15/2014,285.2,365.495,NA,NA,NA,39.215,AF,NA,28234,71,NA,NA,NULL,No,92932826.98,119097067.3,Null,71.45787687,67.3,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,9/15/2014,323.264,406.081,NA,NA,NA,68.386,AF,NA,28234,87,NA,NA,NULL,No,105336035.7,132322073.3,Null,86.80379792,69.8,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,8/15/2014,372.554,432.887,NA,NA,NA,91.52,AF,NA,28234,NA,NA,NA,NULL,No,121397252.5,141056846.7,Null,92.92863466,67,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,7/15/2014,409.155,445.639,NA,NA,NA,NA,AF,NA,28234,NA,NA,NA,NULL,No,133323740.6,145212104.1,Null,99.01175133,65,No Correction,North Coast,NA,0,0,0,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,6/15/2014,392.427,426.194,NA,NA,NA,NA,AF,NA,28234,NA,NA,NA,NULL,No,127872897.9,138875923.1,Null,99.63886643,66,No Correction,North Coast,NA,0,0,0,0,0,NA
"Yreka, City of",CA4710011,1,No,2/15/2019,27.93,38.14,14.05,NA,NA,NA,MG,"For the month of February, a total of 0.02 MG of water was picked up at the local Magic Rain Fill Station by commercial water haulers and private individuals and delivered for use outside the water service area to provide emergency water assistance. The amount of 0.02 MG was deducted from the City's total water production of 27.95 MG for February.",7840,45,NA,NA,NULL,No,27930000,38140000,14050000,54.70982143,43,No Correction,North Coast,7,0,0,0,0,0,NA
"Yreka, City of",CA4710011,1,No,1/15/2019,31.56,39.07,13.17,NA,NA,NA,MG,"For the month of January, a total of 0.03 MG of water was picked up at the local Magic Rain Fill Station by commercial water haulers and private individuals and delivered for use outside the water service area to provide emergency water assistance. The amount of 0.03 MG was deducted from the City's total water production of 31.59 MG for January.",7840,38,NA,NA,NULL,No,31560000,39070000,13170000,53.24061883,41,No Correction,North Coast,7,0,0,0,0,0,NA
"Yreka, City of",CA4710011,1,No,12/15/2018,31.55,40.51,13.14,NA,NA,NA,MG,"For the month of December, a total of 0.05 MG of water was picked up at the local Magic Rain Fill Station by commercial water haulers and private individuals and delivered for use outside the water service area to provide emergency water assistance. The amount of 0.05 MG was deducted from the City's total water production of 31.60 MG for December.",7840,39,NA,NA,NULL,No,31550000,40510000,13140000,53.22374918,41,No Correction,North Coast,7,0,0,0,0,0,NA
"Yreka, City of",CA4710011,1,No,11/15/2018,34.24,33.5,21.37,NA,NA,NA,MG,"For the month of November, a total of 0.12 MG of water was picked up at the local Magic Rain Fill Station by commercial water haulers and private individuals and delivered for use outside the water service area to provide emergency water assistance. The amount of 0.12 MG was deducted from the City's total water production of 34.36 MG for November.",7840,37,NA,NA,NULL,No,34240000,33500000,21370000,61.14285714,42,No Correction,North Coast,7,0,0,0,0,0,NA
